job,day,month,duration,campaign,pdays,previous,Outcome
retired,16,oct,847,1,60,1,yes
retired,30,jul,78,5,-1,0,no
blue-collar,27,may,514,1,-1,0,no
housemaid,5,jun,1558,1,-1,0,yes
unknown,14,aug,789,2,-1,0,no
retired,20,jul,146,3,190,3,no
technician,14,aug,272,2,-1,0,no
technician,8,may,323,2,368,2,no
self-employed,11,jul,712,2,-1,0,no
technician,21,may,860,2,-1,0,yes
admin.,20,aug,75,9,-1,0,no
blue-collar,19,may,191,4,-1,0,no
management,24,jul,1441,2,-1,0,yes
self-employed,12,aug,428,2,-1,0,no
services,28,may,322,3,-1,0,no
technician,29,jan,104,1,-1,0,no
admin.,8,may,127,1,-1,0,no
services,3,jun,1259,6,-1,0,yes
technician,28,jan,114,2,-1,0,no
admin.,13,may,106,1,-1,0,no
management,19,nov,305,1,182,3,no
management,12,aug,307,1,-1,0,yes
technician,11,aug,1504,2,-1,0,no
technician,11,jul,396,3,-1,0,no
technician,1,jun,71,1,-1,0,no
unknown,6,aug,205,3,-1,0,no
technician,13,may,134,2,-1,0,no
blue-collar,5,jun,166,2,-1,0,yes
services,31,jul,81,5,-1,0,no
admin.,4,may,77,2,-1,0,no
services,12,mar,80,2,-1,0,yes
management,13,may,537,5,303,2,no
technician,15,jun,415,1,89,1,yes
blue-collar,19,nov,291,1,-1,0,no
technician,14,may,283,1,288,12,no
services,20,apr,70,4,-1,0,no
blue-collar,5,may,611,2,-1,0,no
admin.,9,feb,132,3,-1,0,no
management,18,jun,26,1,-1,0,no
blue-collar,11,may,262,3,-1,0,no
services,21,may,272,1,-1,0,no
technician,28,dec,137,1,122,3,no
blue-collar,30,mar,95,1,-1,0,no
self-employed,19,nov,140,2,-1,0,no
management,16,may,71,11,-1,0,no
blue-collar,7,may,502,1,7,2,no
technician,3,jun,164,7,-1,0,no
entrepreneur,15,may,219,1,-1,0,no
technician,12,feb,328,2,183,4,yes
technician,14,may,224,2,-1,0,no
entrepreneur,18,nov,63,2,-1,0,no
management,29,aug,24,13,-1,0,no
unknown,28,jan,147,4,-1,0,no
admin.,30,jul,84,3,-1,0,no
technician,9,jul,175,1,-1,0,no
technician,21,aug,12,21,-1,0,no
technician,25,aug,40,15,-1,0,no
services,18,jul,217,1,-1,0,no
blue-collar,23,jul,235,11,-1,0,no
unemployed,28,jan,255,1,-1,0,no
retired,8,jul,256,1,-1,0,no
blue-collar,30,jul,41,2,-1,0,no
management,25,jun,75,1,-1,0,no
services,5,feb,192,4,-1,0,no
technician,28,may,796,1,-1,0,yes
admin.,25,aug,220,3,-1,0,no
retired,12,aug,614,2,-1,0,no
admin.,28,aug,1126,4,-1,0,yes
admin.,16,jun,161,2,-1,0,no
entrepreneur,25,jul,141,3,-1,0,no
management,25,jul,697,1,-1,0,no
technician,9,jun,223,2,-1,0,no
admin.,30,jan,931,1,-1,0,yes
technician,17,nov,483,1,116,1,no
unemployed,17,nov,63,2,-1,0,no
admin.,11,jul,271,5,-1,0,no
blue-collar,15,may,144,5,-1,0,no
technician,8,aug,79,3,-1,0,no
housemaid,21,jul,171,1,-1,0,no
self-employed,18,jul,73,4,-1,0,no
unknown,28,jan,69,1,-1,0,no
technician,20,apr,60,1,343,4,no
unemployed,14,may,257,1,-1,0,no
management,4,may,198,2,88,1,no
blue-collar,13,apr,217,3,327,1,no
entrepreneur,19,nov,134,1,-1,0,no
technician,26,may,41,1,-1,0,no
blue-collar,19,nov,611,2,175,12,no
blue-collar,6,jun,216,3,-1,0,no
admin.,6,aug,388,8,-1,0,no
technician,5,may,242,1,-1,0,no
blue-collar,7,jul,387,1,-1,0,no
management,7,oct,90,1,-1,0,no
services,20,nov,281,2,-1,0,no
blue-collar,17,nov,332,1,-1,0,no
technician,4,may,218,1,-1,0,yes
blue-collar,21,may,650,2,-1,0,no
management,18,nov,1034,1,-1,0,yes
services,8,may,182,2,169,2,no
technician,25,may,156,1,-1,0,no
management,6,aug,171,3,-1,0,no
blue-collar,19,nov,265,1,127,4,no
blue-collar,20,apr,10,3,-1,0,no
admin.,16,jul,350,1,-1,0,no
self-employed,17,nov,65,1,131,1,no
entrepreneur,23,jul,58,1,-1,0,no
student,3,jul,69,3,-1,0,no
management,29,jan,127,2,-1,0,no
admin.,19,nov,154,2,-1,0,no
blue-collar,31,jul,36,4,-1,0,no
entrepreneur,5,feb,85,7,196,3,no
services,14,may,362,1,287,13,no
self-employed,11,may,49,1,-1,0,no
blue-collar,6,may,410,1,-1,0,no
blue-collar,8,may,253,3,-1,0,no
management,19,nov,570,1,-1,0,no
blue-collar,24,jul,633,7,-1,0,no
services,6,jun,82,4,-1,0,no
entrepreneur,8,jul,164,1,-1,0,no
management,9,jun,175,3,-1,0,no
student,15,feb,659,4,-1,0,yes
admin.,17,apr,139,2,-1,0,no
admin.,4,jul,43,11,-1,0,no
management,22,aug,343,5,-1,0,no
services,19,nov,74,1,152,1,no
blue-collar,15,may,302,8,-1,0,no
entrepreneur,14,jul,455,13,-1,0,no
blue-collar,28,may,126,4,-1,0,no
unemployed,18,nov,107,1,-1,0,no
entrepreneur,14,may,120,1,-1,0,no
management,18,nov,727,4,-1,0,no
technician,7,may,275,4,-1,0,no
unknown,28,jan,41,1,-1,0,no
management,18,aug,61,4,-1,0,no
blue-collar,15,may,232,2,365,5,no
blue-collar,10,jul,214,1,-1,0,no
blue-collar,11,may,21,1,-1,0,no
management,16,feb,138,2,-1,0,yes
blue-collar,18,may,173,1,299,2,no
management,16,apr,635,1,-1,0,no
admin.,14,jul,77,2,-1,0,no
management,12,jun,73,1,-1,0,no
management,18,jan,540,2,115,3,no
blue-collar,3,jun,179,2,-1,0,no
technician,17,jul,119,1,-1,0,no
blue-collar,20,nov,107,1,167,1,no
blue-collar,19,may,48,2,-1,0,no
services,29,may,447,4,-1,0,no
blue-collar,17,jul,430,2,-1,0,no
management,7,aug,64,2,-1,0,no
admin.,28,may,217,5,-1,0,no
management,7,may,77,1,-1,0,no
blue-collar,26,may,16,11,-1,0,no
blue-collar,4,aug,753,2,-1,0,no
retired,26,apr,125,2,182,1,no
self-employed,28,may,1210,1,-1,0,no
services,9,jul,185,1,-1,0,no
unemployed,4,feb,80,1,-1,0,no
technician,19,aug,156,2,-1,0,no
technician,29,jul,403,3,-1,0,no
self-employed,17,nov,145,2,-1,0,no
services,12,may,17,7,-1,0,no
student,9,jul,160,1,-1,0,no
management,18,nov,486,2,181,2,no
blue-collar,3,feb,321,1,-1,0,no
admin.,9,may,203,4,-1,0,no
technician,31,dec,646,3,198,2,no
management,8,jul,97,3,-1,0,yes
services,16,apr,144,2,-1,0,no
blue-collar,20,jun,30,6,-1,0,no
management,15,jul,82,2,-1,0,no
blue-collar,13,may,326,4,-1,0,no
management,19,nov,414,3,-1,0,no
blue-collar,16,apr,285,5,-1,0,no
management,11,aug,716,3,-1,0,yes
management,28,may,449,4,-1,0,no
self-employed,17,jun,16,3,-1,0,no
admin.,2,jun,65,1,-1,0,no
management,18,nov,138,1,-1,0,no
retired,10,jul,121,3,-1,0,no
management,27,may,140,2,-1,0,no
blue-collar,18,aug,256,6,-1,0,no
blue-collar,31,jul,61,4,-1,0,no
blue-collar,14,jul,367,2,-1,0,no
self-employed,14,may,9,5,174,12,no
blue-collar,15,jul,395,4,-1,0,no
blue-collar,21,nov,125,2,-1,0,no
technician,16,jun,580,3,-1,0,no
services,7,apr,15,1,316,1,no
technician,30,may,119,2,-1,0,no
blue-collar,20,may,26,2,-1,0,no
technician,17,nov,224,2,180,1,no
blue-collar,29,may,285,1,-1,0,no
management,8,may,399,4,-1,0,no
blue-collar,30,jul,88,3,-1,0,no
technician,6,aug,185,4,-1,0,no
blue-collar,28,jan,98,1,154,6,no
unemployed,28,jan,97,1,169,3,no
blue-collar,14,may,72,2,370,1,no
retired,6,may,109,1,87,2,no
blue-collar,6,may,208,3,-1,0,no
self-employed,18,jun,1029,1,-1,0,yes
entrepreneur,5,may,273,1,-1,0,no
management,23,may,130,1,-1,0,no
blue-collar,26,feb,590,2,-1,0,no
admin.,19,nov,107,2,-1,0,no
services,12,may,88,2,-1,0,no
management,13,aug,305,2,-1,0,no
entrepreneur,19,nov,90,2,-1,0,no
technician,17,apr,222,1,-1,0,no
management,9,jul,127,1,-1,0,no
unemployed,28,jan,38,1,-1,0,no
services,14,may,380,3,-1,0,no
admin.,7,apr,244,3,313,1,no
blue-collar,28,aug,189,17,-1,0,no
technician,4,jun,217,2,-1,0,no
blue-collar,28,jul,388,3,181,1,yes
blue-collar,20,jun,22,3,-1,0,no
technician,13,aug,289,2,-1,0,no
management,21,jul,221,8,-1,0,no
admin.,31,jul,129,2,-1,0,no
blue-collar,4,feb,147,2,264,4,no
services,23,may,299,1,-1,0,no
services,15,may,543,12,-1,0,no
admin.,5,may,247,1,-1,0,no
blue-collar,8,may,166,2,-1,0,no
blue-collar,15,may,755,1,-1,0,yes
blue-collar,27,may,336,2,-1,0,no
blue-collar,29,may,619,1,-1,0,no
management,5,may,159,2,350,2,no
blue-collar,23,may,29,3,-1,0,no
unemployed,4,jun,606,2,-1,0,no
management,23,jun,971,2,-1,0,no
services,28,may,231,2,-1,0,no
blue-collar,7,may,163,1,-1,0,no
services,19,oct,385,2,-1,0,yes
admin.,24,jul,119,2,-1,0,no
technician,29,jan,348,1,-1,0,no
blue-collar,31,mar,30,1,-1,0,no
admin.,7,may,249,2,169,1,no
self-employed,4,may,119,2,-1,0,no
blue-collar,8,may,177,1,-1,0,no
self-employed,28,may,110,5,-1,0,no
technician,18,aug,594,4,-1,0,yes
unknown,12,jan,105,1,-1,0,no
unemployed,12,aug,123,1,-1,0,no
admin.,6,may,172,4,-1,0,no
blue-collar,8,jul,178,1,-1,0,no
services,6,apr,230,1,-1,0,no
technician,20,jun,89,3,-1,0,no
technician,15,may,118,4,-1,0,no
housemaid,28,jul,143,2,-1,0,no
management,19,may,7,1,-1,0,no
admin.,13,may,104,2,-1,0,no
blue-collar,2,jul,220,2,-1,0,no
management,20,jun,85,2,-1,0,no
technician,16,feb,91,3,-1,0,yes
unemployed,5,feb,19,8,-1,0,no
admin.,19,aug,574,1,84,3,yes
management,7,may,49,1,-1,0,no
blue-collar,2,feb,171,2,193,2,no
management,2,feb,258,1,73,1,yes
technician,18,nov,41,2,-1,0,no
management,20,nov,83,1,-1,0,no
unemployed,30,apr,95,1,-1,0,no
retired,30,may,78,2,-1,0,no
unemployed,2,feb,134,1,266,7,no
management,22,mar,215,1,-1,0,yes
student,26,may,226,2,-1,0,yes
blue-collar,17,jul,1275,1,-1,0,yes
self-employed,17,jul,66,1,85,5,no
management,7,jul,196,3,-1,0,no
admin.,27,mar,229,2,-1,0,yes
unemployed,15,may,241,2,-1,0,no
technician,20,nov,354,2,-1,0,no
blue-collar,11,may,471,3,-1,0,no
blue-collar,30,jan,90,2,232,1,no
technician,5,jun,58,8,-1,0,no
admin.,21,may,379,2,-1,0,no
technician,20,jun,12,5,-1,0,no
admin.,30,apr,67,1,-1,0,no
blue-collar,18,jun,165,7,-1,0,no
management,8,apr,1032,3,141,7,yes
blue-collar,23,may,84,3,-1,0,no
retired,18,aug,393,4,-1,0,no
management,19,nov,808,1,-1,0,no
blue-collar,7,may,923,3,-1,0,no
technician,11,aug,63,6,-1,0,no
student,12,feb,274,1,-1,0,no
retired,27,aug,84,4,-1,0,no
technician,20,aug,78,3,-1,0,yes
blue-collar,20,jun,41,7,-1,0,no
admin.,2,aug,317,1,180,2,yes
management,5,may,138,1,-1,0,no
retired,27,aug,88,4,-1,0,no
management,29,may,413,2,-1,0,no
management,5,feb,139,1,-1,0,no
blue-collar,8,aug,82,2,-1,0,no
blue-collar,20,apr,12,6,-1,0,no
admin.,11,aug,221,1,461,1,yes
housemaid,9,jun,38,1,-1,0,no
management,21,nov,661,1,-1,0,no
housemaid,7,jul,388,1,-1,0,yes
admin.,28,jul,151,7,-1,0,no
management,25,aug,140,8,-1,0,no
retired,8,jul,124,1,-1,0,no
self-employed,7,jul,200,1,-1,0,no
services,6,feb,101,3,-1,0,no
blue-collar,7,jul,261,12,-1,0,no
management,17,nov,176,2,-1,0,no
management,16,jun,209,12,-1,0,no
admin.,13,apr,223,1,182,2,yes
technician,20,apr,38,1,335,1,no
housemaid,6,oct,541,1,204,3,no
management,29,may,84,1,-1,0,no
services,22,aug,602,9,-1,0,no
services,27,aug,26,11,-1,0,no
management,26,apr,328,2,143,2,yes
technician,30,may,762,3,-1,0,yes
management,26,aug,107,4,-1,0,no
admin.,14,may,46,5,-1,0,no
blue-collar,10,jul,128,6,-1,0,no
admin.,29,may,360,5,-1,0,no
technician,9,nov,524,1,96,5,yes
technician,1,jul,128,3,-1,0,no
self-employed,7,sep,310,2,96,2,no
blue-collar,21,aug,819,10,-1,0,yes
admin.,8,jul,202,1,87,2,no
blue-collar,9,may,144,2,-1,0,no
technician,24,jul,311,1,-1,0,no
management,15,may,415,4,375,1,yes
technician,12,jun,93,8,-1,0,no
self-employed,6,may,101,1,-1,0,no
blue-collar,7,may,72,1,-1,0,no
management,22,jul,282,1,-1,0,no
management,19,may,210,2,-1,0,no
unemployed,4,sep,369,1,-1,0,no
management,9,apr,125,6,-1,0,no
management,16,jun,301,6,-1,0,no
management,26,aug,14,14,-1,0,no
management,29,may,57,3,-1,0,no
management,18,nov,420,1,-1,0,no
technician,14,may,638,1,175,3,no
management,15,may,137,2,-1,0,no
management,22,aug,557,7,-1,0,no
blue-collar,30,may,66,2,-1,0,no
management,20,may,206,1,-1,0,no
blue-collar,14,may,19,14,-1,0,no
blue-collar,6,feb,166,2,-1,0,no
services,15,may,102,1,333,2,no
management,2,jun,46,2,-1,0,no
services,4,jun,126,1,-1,0,no
blue-collar,13,may,161,1,-1,0,no
technician,8,jul,355,1,-1,0,no
admin.,14,may,40,2,-1,0,no
services,14,may,143,1,-1,0,no
admin.,14,aug,133,2,-1,0,no
admin.,9,may,185,2,-1,0,no
admin.,20,jun,22,12,-1,0,no
management,25,aug,184,7,-1,0,no
technician,22,aug,78,2,-1,0,no
technician,22,jul,125,4,-1,0,no
technician,5,jun,189,2,-1,0,no
entrepreneur,9,jul,300,1,-1,0,no
blue-collar,28,may,396,1,-1,0,no
services,20,may,340,3,-1,0,no
services,20,nov,55,2,-1,0,no
management,22,aug,238,6,-1,0,no
retired,5,apr,172,3,186,1,no
management,12,jun,36,3,-1,0,no
management,20,nov,303,2,-1,0,no
admin.,14,jul,417,3,-1,0,no
services,16,jun,162,3,-1,0,no
blue-collar,14,may,10,9,344,1,no
admin.,10,jul,99,1,-1,0,no
services,16,jun,32,3,-1,0,no
management,17,nov,308,3,-1,0,no
management,16,jun,298,3,-1,0,no
technician,12,aug,92,4,-1,0,no
services,25,aug,288,12,-1,0,no
blue-collar,16,apr,130,1,323,1,no
technician,28,jan,255,2,-1,0,no
technician,18,nov,167,5,-1,0,no
admin.,17,nov,64,3,150,5,no
housemaid,4,aug,166,2,-1,0,no
management,13,aug,657,7,-1,0,yes
technician,26,may,434,4,-1,0,no
admin.,20,aug,75,1,-1,0,no
entrepreneur,23,jul,40,1,-1,0,no
technician,5,jun,398,2,-1,0,no
management,21,nov,163,2,113,3,no
entrepreneur,28,aug,137,8,-1,0,no
technician,4,jun,257,3,-1,0,no
services,3,feb,231,2,259,1,no
admin.,4,jul,192,1,-1,0,no
services,23,jul,186,1,-1,0,no
blue-collar,6,may,226,1,363,3,no
management,21,nov,67,1,-1,0,no
management,28,aug,205,2,-1,0,no
blue-collar,20,apr,14,1,-1,0,no
technician,6,may,488,1,-1,0,yes
management,23,may,50,3,-1,0,no
blue-collar,23,jul,312,1,-1,0,no
technician,21,jul,163,3,-1,0,no
technician,2,jun,76,2,-1,0,no
retired,5,feb,150,1,-1,0,no
services,17,apr,244,2,-1,0,no
management,5,jun,207,1,-1,0,yes
services,18,may,113,1,-1,0,no
self-employed,23,jul,1309,4,-1,0,yes
technician,25,aug,72,6,-1,0,no
blue-collar,19,nov,551,1,183,1,no
entrepreneur,19,jun,163,3,-1,0,no
management,21,jul,179,10,-1,0,no
blue-collar,13,may,217,2,-1,0,no
technician,2,jun,88,1,-1,0,no
blue-collar,2,jun,21,1,-1,0,no
management,14,apr,142,1,-1,0,yes
technician,5,feb,1056,1,-1,0,no
management,14,may,72,1,363,2,no
services,20,may,411,1,-1,0,no
blue-collar,21,may,145,1,-1,0,no
blue-collar,8,may,80,2,-1,0,no
management,28,may,344,1,-1,0,no
services,18,may,128,1,-1,0,no
blue-collar,30,apr,412,1,169,1,yes
admin.,14,may,908,3,344,7,no
admin.,17,apr,819,4,-1,0,no
management,5,aug,210,2,-1,0,no
retired,18,mar,165,3,101,1,no
technician,28,aug,118,8,-1,0,no
management,6,may,159,1,343,2,no
management,9,jul,618,1,-1,0,no
student,23,dec,102,2,210,2,no
services,6,may,89,1,344,1,no
admin.,8,oct,401,2,-1,0,yes
blue-collar,15,jul,200,3,-1,0,no
blue-collar,30,jul,152,5,-1,0,no
blue-collar,14,jul,203,1,183,2,no
blue-collar,18,may,827,2,-1,0,yes
services,15,may,735,1,-1,0,no
technician,28,may,185,6,-1,0,no
services,8,may,149,1,-1,0,no
management,29,jul,303,2,-1,0,no
management,3,jun,71,2,-1,0,no
technician,6,may,445,2,345,2,no
blue-collar,18,may,232,2,-1,0,no
technician,30,jan,144,5,248,2,no
technician,19,aug,209,2,-1,0,no
technician,10,feb,691,2,180,5,yes
management,23,may,415,1,-1,0,no
blue-collar,7,jul,273,5,-1,0,no
management,8,sep,376,2,-1,0,yes
technician,31,jul,37,10,-1,0,no
management,20,apr,148,2,-1,0,no
services,16,jul,57,2,-1,0,no
technician,8,may,461,3,-1,0,no
technician,17,jun,198,6,-1,0,no
services,30,jan,327,4,-1,0,no
management,29,aug,669,6,-1,0,no
management,29,jan,165,1,-1,0,no
management,19,aug,58,2,-1,0,no
management,29,jan,1473,1,-1,0,yes
student,11,feb,123,3,-1,0,no
student,6,may,289,1,-1,0,no
technician,25,jul,239,5,-1,0,no
retired,7,oct,1386,1,-1,0,no
student,28,sep,294,2,105,7,yes
management,18,mar,910,2,184,4,yes
blue-collar,27,may,550,7,-1,0,no
management,21,nov,75,1,-1,0,no
technician,14,may,100,3,-1,0,no
technician,21,jul,204,4,-1,0,no
retired,14,may,155,1,177,7,no
blue-collar,4,jul,46,3,-1,0,no
blue-collar,16,apr,1366,1,150,1,no
housemaid,21,nov,609,2,-1,0,yes
services,21,aug,1532,2,-1,0,yes
management,12,nov,226,1,92,1,yes
entrepreneur,5,may,168,1,-1,0,no
unemployed,3,dec,352,1,-1,0,yes
blue-collar,30,jul,335,6,-1,0,no
admin.,25,sep,74,1,-1,0,no
entrepreneur,12,may,85,1,-1,0,no
technician,5,may,117,1,-1,0,no
admin.,25,jul,184,1,-1,0,no
retired,13,aug,72,3,-1,0,no
technician,7,may,171,1,-1,0,no
services,22,jul,44,8,-1,0,no
technician,13,aug,336,2,-1,0,no
retired,16,feb,93,5,-1,0,yes
student,20,oct,332,1,183,3,yes
unemployed,4,feb,398,1,-1,0,no
services,21,may,86,2,-1,0,no
blue-collar,9,feb,45,2,-1,0,no
management,28,may,110,2,-1,0,no
blue-collar,9,feb,152,3,221,1,no
technician,30,jul,356,4,-1,0,yes
entrepreneur,16,jun,382,3,-1,0,no
management,28,jan,233,1,-1,0,no
unemployed,28,may,87,1,-1,0,no
self-employed,14,may,387,2,-1,0,no
technician,30,jun,103,1,-1,0,no
student,27,mar,378,1,-1,0,yes
housemaid,9,jun,257,2,-1,0,no
management,7,jul,282,1,-1,0,no
admin.,7,jan,176,1,-1,0,no
blue-collar,14,may,24,6,-1,0,no
blue-collar,20,nov,766,3,-1,0,no
services,12,may,955,2,-1,0,yes
unemployed,3,feb,426,3,-1,0,no
technician,29,may,244,2,-1,0,no
retired,6,nov,136,1,-1,0,no
services,18,nov,172,1,-1,0,no
entrepreneur,19,nov,93,1,189,8,no
admin.,15,mar,300,6,182,2,yes
admin.,11,nov,118,4,104,7,no
retired,4,jul,191,2,-1,0,no
management,27,may,107,2,-1,0,no
retired,24,feb,513,2,89,7,no
technician,6,jun,91,18,-1,0,no
management,18,jul,76,4,-1,0,no
blue-collar,29,may,1236,2,-1,0,no
blue-collar,2,jun,193,5,-1,0,no
blue-collar,20,jun,324,5,-1,0,no
unemployed,1,jun,377,1,-1,0,yes
management,20,nov,408,1,-1,0,no
blue-collar,7,may,246,2,-1,0,no
management,26,aug,58,7,-1,0,no
blue-collar,17,jul,196,1,-1,0,no
blue-collar,20,apr,219,4,-1,0,no
management,9,jul,197,1,-1,0,no
management,7,aug,257,2,-1,0,no
technician,29,jan,381,1,247,2,no
management,21,may,486,2,-1,0,no
technician,28,may,162,1,-1,0,no
blue-collar,5,jun,153,1,-1,0,no
technician,8,aug,809,2,-1,0,yes
admin.,17,apr,50,1,-1,0,no
blue-collar,22,jul,39,17,-1,0,no
management,26,aug,131,2,-1,0,no
blue-collar,28,jan,526,4,258,3,no
unemployed,26,may,172,3,-1,0,no
admin.,8,feb,405,1,305,1,no
self-employed,31,jul,77,3,-1,0,no
blue-collar,19,may,158,2,-1,0,no
technician,7,may,146,2,171,3,no
blue-collar,29,may,27,1,-1,0,no
student,14,aug,105,1,-1,0,no
management,3,jun,119,4,-1,0,no
services,16,apr,327,1,-1,0,no
admin.,18,aug,150,2,-1,0,no
blue-collar,19,nov,482,3,120,2,no
admin.,28,may,81,2,-1,0,no
entrepreneur,18,nov,1164,2,-1,0,yes
admin.,17,jul,674,3,-1,0,no
management,10,jul,347,1,-1,0,no
management,22,jul,712,6,-1,0,yes
admin.,20,nov,48,2,-1,0,no
management,17,nov,279,1,-1,0,no
blue-collar,16,may,236,2,-1,0,no
services,18,jul,91,2,-1,0,no
blue-collar,18,may,15,8,-1,0,no
blue-collar,6,may,161,1,337,1,no
blue-collar,16,may,187,19,-1,0,no
admin.,19,nov,100,1,182,1,no
admin.,8,jul,214,4,-1,0,no
blue-collar,17,apr,406,1,317,1,no
unemployed,13,may,361,1,364,1,no
blue-collar,17,jun,30,3,-1,0,no
technician,4,jun,99,2,-1,0,no
technician,14,may,202,2,-1,0,no
blue-collar,26,jun,318,2,-1,0,no
management,13,aug,275,12,-1,0,no
blue-collar,12,may,59,4,-1,0,no
management,29,aug,70,4,-1,0,no
blue-collar,14,apr,1126,1,335,1,no
retired,19,oct,343,3,-1,0,yes
management,23,feb,228,2,182,6,yes
technician,11,aug,209,2,-1,0,no
technician,13,apr,709,1,-1,0,yes
management,11,mar,275,2,-1,0,no
blue-collar,12,may,51,2,342,3,no
blue-collar,3,jul,267,1,-1,0,no
technician,20,jun,95,1,-1,0,no
management,28,oct,246,2,-1,0,no
admin.,7,jul,46,1,-1,0,no
self-employed,8,may,144,3,-1,0,no
management,8,aug,249,2,-1,0,no
admin.,28,may,328,1,-1,0,no
blue-collar,25,aug,17,1,-1,0,no
entrepreneur,14,may,126,3,-1,0,no
management,31,jul,52,8,-1,0,no
management,9,jun,52,1,-1,0,no
management,16,jul,285,5,-1,0,no
management,25,may,500,4,358,2,yes
blue-collar,15,jul,955,5,-1,0,yes
technician,7,jul,216,5,-1,0,no
technician,28,aug,84,7,-1,0,no
management,6,may,138,3,-1,0,no
management,21,nov,436,2,178,3,yes
blue-collar,6,may,123,1,-1,0,no
management,18,aug,36,4,-1,0,no
blue-collar,16,jun,405,3,-1,0,no
retired,15,oct,103,1,-1,0,no
blue-collar,30,sep,175,1,-1,0,no
unemployed,10,jul,374,3,-1,0,no
management,4,jun,129,4,-1,0,no
management,9,jul,246,3,-1,0,no
services,29,may,107,2,-1,0,no
unknown,19,jun,385,1,-1,0,no
management,20,nov,104,3,-1,0,no
technician,14,jan,309,1,91,10,yes
blue-collar,6,may,198,2,170,2,no
admin.,26,may,543,2,-1,0,yes
admin.,18,jul,143,7,-1,0,no
technician,19,may,23,1,-1,0,no
retired,30,jun,104,2,-1,0,no
technician,2,sep,378,2,386,1,yes
technician,17,nov,364,1,-1,0,no
technician,25,jul,363,6,-1,0,no
management,24,jul,248,1,-1,0,no
blue-collar,27,may,157,2,-1,0,no
blue-collar,26,may,402,2,-1,0,no
services,23,may,203,5,-1,0,no
blue-collar,6,may,422,1,363,1,no
blue-collar,21,nov,44,1,-1,0,no
management,30,may,358,4,-1,0,no
unemployed,6,feb,39,2,-1,0,no
management,18,may,325,1,-1,0,no
housemaid,18,nov,238,3,126,4,no
technician,30,apr,968,1,87,5,yes
management,17,apr,156,1,273,3,no
retired,6,apr,681,1,118,11,no
services,20,nov,187,2,-1,0,no
management,15,may,104,10,-1,0,no
blue-collar,6,feb,860,2,-1,0,yes
technician,13,aug,112,2,-1,0,no
retired,7,jul,112,1,78,1,no
technician,14,may,32,3,-1,0,no
management,17,mar,325,2,-1,0,yes
self-employed,20,nov,410,1,-1,0,no
management,20,nov,640,1,-1,0,no
services,9,jun,118,1,-1,0,no
unknown,30,jul,166,2,-1,0,no
blue-collar,2,feb,173,1,-1,0,no
admin.,28,may,21,24,-1,0,no
blue-collar,14,may,89,7,-1,0,no
blue-collar,28,jul,151,3,-1,0,no
blue-collar,19,jun,112,4,-1,0,no
student,30,jan,164,5,-1,0,no
management,29,jan,145,2,164,1,no
management,6,may,606,3,-1,0,yes
blue-collar,26,may,105,1,-1,0,no
services,9,jul,85,1,-1,0,no
services,18,jul,439,3,-1,0,no
technician,29,may,278,1,-1,0,no
technician,13,aug,205,4,-1,0,no
blue-collar,16,jul,221,1,-1,0,no
management,18,nov,52,3,172,3,no
management,12,jun,84,3,-1,0,no
retired,15,may,476,3,-1,0,no
management,20,nov,371,1,-1,0,no
management,17,apr,128,3,-1,0,no
technician,13,may,220,2,-1,0,no
entrepreneur,14,jul,44,14,-1,0,no
services,8,jun,30,1,404,2,no
self-employed,7,may,330,1,342,1,no
entrepreneur,30,aug,28,1,-1,0,no
entrepreneur,12,may,908,1,-1,0,no
management,16,apr,177,1,-1,0,no
blue-collar,9,may,113,4,-1,0,no
admin.,15,may,289,8,-1,0,no
blue-collar,21,jul,357,1,-1,0,no
management,28,aug,38,16,-1,0,no
admin.,7,aug,414,4,-1,0,no
admin.,20,nov,257,2,-1,0,no
management,19,aug,480,1,-1,0,yes
housemaid,20,aug,252,2,-1,0,no
management,20,may,151,1,-1,0,no
housemaid,6,feb,213,4,-1,0,no
blue-collar,27,aug,119,12,-1,0,no
unemployed,21,nov,161,2,-1,0,no
retired,13,nov,227,2,-1,0,yes
student,18,may,12,3,374,1,no
unemployed,14,jan,517,1,282,4,yes
technician,7,may,225,2,275,2,no
management,9,may,150,2,-1,0,no
technician,8,jul,89,1,-1,0,no
blue-collar,9,may,103,2,-1,0,no
technician,26,may,128,1,-1,0,no
blue-collar,20,nov,277,1,-1,0,no
admin.,15,may,500,1,-1,0,yes
blue-collar,14,may,113,2,-1,0,no
housemaid,15,may,326,5,179,4,yes
admin.,27,may,755,1,-1,0,no
technician,29,aug,161,3,-1,0,no
retired,17,nov,100,1,-1,0,no
housemaid,4,aug,142,2,-1,0,no
management,8,may,214,2,-1,0,no
blue-collar,18,nov,167,2,-1,0,no
technician,9,jul,676,5,-1,0,no
entrepreneur,9,jul,236,1,-1,0,no
housemaid,12,jun,993,6,-1,0,yes
blue-collar,28,jul,83,12,-1,0,no
services,6,may,100,1,-1,0,no
management,2,feb,289,2,174,4,yes
blue-collar,8,jul,528,2,-1,0,no
unemployed,12,jun,340,2,-1,0,no
self-employed,21,nov,33,3,-1,0,no
technician,17,apr,284,3,-1,0,no
management,6,aug,245,3,-1,0,yes
technician,17,apr,115,1,-1,0,no
services,5,may,730,2,-1,0,no
blue-collar,11,may,347,1,284,2,no
services,17,jul,58,1,-1,0,no
blue-collar,17,jul,180,1,-1,0,no
